index,actual_label,predicted_label
3574.0,comp.sys.mac.hardware,sci.space
3575.0,comp.graphics,comp.graphics
3576.0,sci.electronics,comp.sys.mac.hardware
3577.0,alt.atheism,alt.atheism
3578.0,sci.crypt,sci.crypt
3579.0,talk.politics.misc,talk.politics.guns
3580.0,sci.space,sci.space
3581.0,comp.graphics,comp.sys.mac.hardware
3582.0,rec.autos,rec.autos
3583.0,sci.med,sci.space
3584.0,talk.politics.mideast,talk.politics.mideast
3585.0,rec.motorcycles,sci.med
3586.0,talk.politics.misc,comp.windows.x
3587.0,comp.sys.mac.hardware,sci.med
3588.0,comp.windows.x,comp.windows.x
3589.0,sci.space,sci.space
3590.0,rec.motorcycles,rec.motorcycles
3591.0,talk.religion.misc,talk.religion.misc
3592.0,soc.religion.christian,soc.religion.christian
3593.0,comp.os.ms-windows.misc,comp.os.ms-windows.misc
3594.0,comp.graphics,comp.graphics
3595.0,sci.crypt,sci.crypt
3596.0,soc.religion.christian,soc.religion.christian
3597.0,sci.electronics,comp.sys.ibm.pc.hardware
3598.0,rec.sport.hockey,rec.sport.hockey
3599.0,comp.sys.mac.hardware,comp.os.ms-windows.misc
3600.0,sci.space,sci.space
3601.0,talk.politics.guns,talk.politics.guns
3602.0,sci.crypt,sci.crypt
3603.0,sci.med,sci.med
3604.0,talk.religion.misc,talk.religion.misc
3605.0,sci.med,sci.med
3606.0,talk.religion.misc,soc.religion.christian
3607.0,rec.sport.hockey,rec.sport.hockey
3608.0,sci.space,rec.motorcycles
3609.0,rec.sport.hockey,rec.sport.baseball
3610.0,comp.os.ms-windows.misc,sci.space
3611.0,talk.politics.mideast,talk.politics.mideast
3612.0,talk.politics.misc,talk.politics.guns
3613.0,talk.politics.guns,talk.politics.guns
3614.0,soc.religion.christian,soc.religion.christian
3615.0,rec.motorcycles,rec.sport.baseball
3616.0,rec.motorcycles,comp.sys.mac.hardware
3617.0,talk.politics.mideast,talk.politics.mideast
3618.0,comp.windows.x,comp.windows.x
3619.0,rec.autos,rec.autos
3620.0,sci.electronics,comp.sys.mac.hardware
3621.0,sci.med,talk.religion.misc
3622.0,comp.sys.ibm.pc.hardware,comp.os.ms-windows.misc
3623.0,comp.sys.mac.hardware,comp.windows.x
3624.0,rec.motorcycles,rec.motorcycles
3625.0,sci.electronics,sci.med
3626.0,talk.politics.misc,talk.politics.misc
3627.0,comp.os.ms-windows.misc,comp.os.ms-windows.misc
3628.0,talk.politics.mideast,talk.politics.mideast
3629.0,comp.os.ms-windows.misc,comp.windows.x
3630.0,misc.forsale,misc.forsale
3631.0,sci.electronics,sci.electronics
3632.0,sci.crypt,sci.crypt
3633.0,rec.autos,rec.motorcycles
3634.0,sci.med,sci.med
3635.0,rec.sport.hockey,rec.sport.hockey
3636.0,soc.religion.christian,talk.religion.misc
3637.0,sci.crypt,sci.crypt
3638.0,comp.os.ms-windows.misc,comp.os.ms-windows.misc
3639.0,rec.motorcycles,rec.motorcycles
3640.0,misc.forsale,comp.windows.x
3641.0,talk.politics.mideast,talk.politics.mideast
3642.0,talk.politics.misc,talk.politics.misc
3643.0,comp.sys.ibm.pc.hardware,comp.sys.ibm.pc.hardware
3644.0,soc.religion.christian,comp.sys.ibm.pc.hardware
3645.0,comp.sys.mac.hardware,comp.sys.ibm.pc.hardware
3646.0,talk.politics.mideast,talk.politics.mideast
3647.0,rec.autos,rec.autos
3648.0,talk.politics.misc,talk.politics.misc
3649.0,alt.atheism,soc.religion.christian
3650.0,rec.sport.hockey,comp.graphics
3651.0,sci.space,comp.graphics
3652.0,rec.sport.hockey,talk.religion.misc
3653.0,comp.os.ms-windows.misc,comp.graphics
3654.0,comp.windows.x,comp.sys.mac.hardware
3655.0,misc.forsale,misc.forsale
3656.0,sci.electronics,rec.motorcycles
3657.0,comp.sys.mac.hardware,misc.forsale
3658.0,comp.graphics,comp.graphics
3659.0,comp.sys.mac.hardware,talk.politics.guns
3660.0,talk.politics.guns,talk.politics.guns
3661.0,sci.electronics,rec.sport.hockey
3662.0,talk.politics.guns,talk.politics.guns
3663.0,comp.windows.x,comp.windows.x
3664.0,rec.autos,rec.motorcycles
3665.0,comp.sys.mac.hardware,comp.sys.ibm.pc.hardware
3666.0,comp.sys.mac.hardware,comp.sys.ibm.pc.hardware
3667.0,comp.windows.x,rec.autos
3668.0,rec.autos,rec.autos
3669.0,soc.religion.christian,soc.religion.christian
3670.0,sci.space,sci.space
3671.0,misc.forsale,misc.forsale
3672.0,soc.religion.christian,soc.religion.christian
3673.0,alt.atheism,alt.atheism
3674.0,comp.graphics,comp.graphics
3675.0,rec.sport.baseball,rec.autos
3676.0,rec.sport.hockey,rec.sport.hockey
3677.0,comp.graphics,misc.forsale
3678.0,comp.windows.x,comp.windows.x
3679.0,talk.politics.mideast,talk.politics.mideast
3680.0,comp.windows.x,comp.os.ms-windows.misc
3681.0,sci.space,comp.graphics
3682.0,comp.graphics,comp.graphics
3683.0,talk.politics.misc,talk.politics.misc
3684.0,soc.religion.christian,soc.religion.christian
3685.0,comp.windows.x,comp.windows.x
3686.0,comp.sys.mac.hardware,comp.sys.mac.hardware
3687.0,talk.politics.guns,talk.religion.misc
3688.0,rec.autos,rec.autos
3689.0,soc.religion.christian,soc.religion.christian
3690.0,sci.med,rec.motorcycles
3691.0,comp.graphics,comp.sys.ibm.pc.hardware
3692.0,rec.motorcycles,comp.windows.x
3693.0,comp.sys.ibm.pc.hardware,comp.sys.ibm.pc.hardware
3694.0,comp.windows.x,comp.windows.x
3695.0,comp.graphics,sci.med
3696.0,soc.religion.christian,talk.politics.mideast
3697.0,rec.autos,rec.autos
3698.0,comp.sys.ibm.pc.hardware,comp.sys.mac.hardware
3699.0,comp.windows.x,misc.forsale
3700.0,rec.sport.baseball,misc.forsale
3701.0,sci.crypt,sci.crypt
3702.0,rec.autos,talk.politics.misc
3703.0,rec.autos,rec.autos
3704.0,soc.religion.christian,soc.religion.christian
3705.0,misc.forsale,sci.med
3706.0,sci.crypt,sci.crypt
3707.0,talk.politics.guns,rec.motorcycles
3708.0,rec.autos,rec.autos
3709.0,comp.graphics,comp.graphics
3710.0,comp.sys.ibm.pc.hardware,misc.forsale
3711.0,sci.space,sci.space
3712.0,rec.sport.hockey,rec.sport.hockey
3713.0,rec.sport.baseball,rec.sport.baseball
3714.0,sci.space,sci.space
3715.0,rec.motorcycles,talk.politics.guns
3716.0,alt.atheism,alt.atheism
3717.0,talk.politics.mideast,talk.politics.mideast
3718.0,comp.sys.ibm.pc.hardware,comp.os.ms-windows.misc
3719.0,comp.os.ms-windows.misc,comp.os.ms-windows.misc
3720.0,sci.electronics,misc.forsale
3721.0,comp.graphics,comp.graphics
3722.0,comp.os.ms-windows.misc,comp.sys.ibm.pc.hardware
3723.0,soc.religion.christian,soc.religion.christian
3724.0,sci.space,sci.space
3725.0,talk.politics.guns,sci.crypt
3726.0,rec.autos,sci.electronics
3727.0,sci.space,sci.space
3728.0,sci.electronics,comp.sys.ibm.pc.hardware
3729.0,sci.crypt,comp.sys.mac.hardware
3730.0,rec.sport.hockey,rec.sport.hockey
3731.0,soc.religion.christian,comp.sys.ibm.pc.hardware
3732.0,sci.space,rec.motorcycles
3733.0,soc.religion.christian,talk.religion.misc
3734.0,rec.sport.baseball,talk.politics.guns
3735.0,sci.electronics,sci.electronics
3736.0,rec.motorcycles,rec.motorcycles
3737.0,sci.crypt,misc.forsale
3738.0,comp.os.ms-windows.misc,rec.sport.baseball
3739.0,rec.autos,rec.autos
3740.0,misc.forsale,talk.politics.guns
3741.0,comp.windows.x,comp.os.ms-windows.misc
3742.0,alt.atheism,comp.graphics
3743.0,rec.sport.hockey,rec.sport.hockey
3744.0,sci.crypt,sci.crypt
3745.0,sci.electronics,comp.graphics
3746.0,rec.sport.baseball,rec.sport.baseball
3747.0,misc.forsale,talk.politics.guns
3748.0,soc.religion.christian,rec.motorcycles
3749.0,talk.politics.mideast,talk.politics.mideast
3750.0,rec.motorcycles,rec.motorcycles
3751.0,alt.atheism,talk.religion.misc
3752.0,comp.sys.ibm.pc.hardware,comp.sys.ibm.pc.hardware
3753.0,misc.forsale,rec.autos
3754.0,talk.politics.guns,sci.crypt
3755.0,talk.religion.misc,talk.religion.misc
3756.0,rec.sport.hockey,rec.sport.hockey
3757.0,rec.autos,rec.autos
3758.0,sci.space,sci.space
3759.0,talk.religion.misc,soc.religion.christian
3760.0,comp.os.ms-windows.misc,rec.motorcycles
3761.0,soc.religion.christian,alt.atheism
3762.0,rec.sport.hockey,rec.sport.hockey
3763.0,comp.os.ms-windows.misc,comp.os.ms-windows.misc
3764.0,rec.motorcycles,rec.motorcycles
3765.0,rec.sport.hockey,rec.sport.hockey
3766.0,alt.atheism,alt.atheism
3767.0,comp.graphics,comp.graphics
3768.0,soc.religion.christian,soc.religion.christian
3769.0,comp.sys.ibm.pc.hardware,comp.sys.ibm.pc.hardware
3770.0,rec.sport.hockey,rec.sport.hockey
3771.0,talk.politics.misc,sci.electronics
3772.0,rec.sport.baseball,rec.sport.baseball
3773.0,soc.religion.christian,soc.religion.christian
3774.0,rec.motorcycles,sci.space
3775.0,alt.atheism,alt.atheism
3776.0,comp.graphics,comp.graphics
3777.0,sci.med,talk.politics.guns
3778.0,sci.electronics,comp.sys.ibm.pc.hardware
3779.0,comp.graphics,sci.electronics
3780.0,sci.electronics,sci.electronics
3781.0,talk.politics.misc,talk.politics.guns
3782.0,comp.windows.x,comp.windows.x
3783.0,alt.atheism,alt.atheism
3784.0,sci.med,comp.sys.mac.hardware
3785.0,comp.os.ms-windows.misc,comp.os.ms-windows.misc
3786.0,rec.sport.hockey,rec.sport.baseball
3787.0,comp.windows.x,comp.graphics
3788.0,alt.atheism,alt.atheism
3789.0,rec.motorcycles,rec.motorcycles
3790.0,talk.politics.misc,talk.politics.misc
3791.0,rec.autos,rec.autos
3792.0,talk.politics.guns,talk.politics.guns
3793.0,comp.os.ms-windows.misc,comp.os.ms-windows.misc
3794.0,comp.sys.mac.hardware,comp.sys.mac.hardware
3795.0,talk.politics.guns,talk.politics.guns
3796.0,comp.os.ms-windows.misc,comp.os.ms-windows.misc
3797.0,comp.graphics,comp.os.ms-windows.misc
3798.0,talk.politics.guns,talk.politics.guns
3799.0,alt.atheism,alt.atheism
3800.0,rec.sport.baseball,rec.sport.hockey
3801.0,comp.sys.ibm.pc.hardware,comp.windows.x
3802.0,comp.sys.ibm.pc.hardware,comp.sys.ibm.pc.hardware
3803.0,rec.sport.baseball,misc.forsale
3804.0,soc.religion.christian,sci.electronics
3805.0,rec.autos,rec.motorcycles
3806.0,sci.crypt,comp.graphics
3807.0,talk.politics.guns,comp.sys.ibm.pc.hardware
3808.0,talk.politics.misc,talk.politics.misc
3809.0,sci.space,sci.space
3810.0,talk.politics.mideast,rec.autos
3811.0,talk.politics.mideast,soc.religion.christian
3812.0,soc.religion.christian,alt.atheism
3813.0,comp.graphics,comp.windows.x
3814.0,rec.motorcycles,rec.motorcycles
3815.0,comp.sys.ibm.pc.hardware,misc.forsale
3816.0,rec.autos,misc.forsale
3817.0,sci.space,sci.space
3818.0,misc.forsale,misc.forsale
3819.0,comp.sys.mac.hardware,misc.forsale
3820.0,rec.sport.baseball,misc.forsale
3821.0,comp.windows.x,sci.electronics
3822.0,soc.religion.christian,rec.sport.hockey
3823.0,talk.religion.misc,sci.med
3824.0,talk.politics.misc,talk.politics.misc
3825.0,talk.politics.mideast,sci.med
3826.0,talk.politics.misc,talk.politics.misc
3827.0,rec.motorcycles,rec.motorcycles
3828.0,soc.religion.christian,soc.religion.christian
3829.0,rec.sport.hockey,rec.sport.hockey
3830.0,talk.politics.mideast,talk.politics.mideast
3831.0,talk.politics.guns,talk.politics.guns
3832.0,talk.politics.guns,talk.politics.guns
3833.0,talk.politics.guns,talk.politics.guns
3834.0,talk.politics.guns,talk.politics.guns
3835.0,rec.autos,sci.electronics
3836.0,rec.sport.hockey,rec.sport.hockey
3837.0,talk.politics.mideast,talk.politics.mideast
3838.0,talk.politics.misc,sci.med
3839.0,talk.politics.mideast,talk.politics.mideast
3840.0,rec.sport.hockey,rec.sport.hockey
3841.0,sci.crypt,sci.crypt
3842.0,comp.os.ms-windows.misc,misc.forsale
3843.0,misc.forsale,misc.forsale
3844.0,talk.politics.mideast,rec.sport.baseball
3845.0,comp.sys.mac.hardware,comp.sys.mac.hardware
3846.0,comp.graphics,misc.forsale
3847.0,comp.sys.ibm.pc.hardware,comp.sys.ibm.pc.hardware
3848.0,rec.sport.baseball,rec.sport.hockey
3849.0,comp.sys.mac.hardware,comp.sys.mac.hardware
3850.0,comp.windows.x,rec.motorcycles
3851.0,sci.electronics,sci.electronics
3852.0,talk.politics.mideast,talk.politics.mideast
3853.0,comp.sys.mac.hardware,comp.sys.mac.hardware
3854.0,comp.windows.x,comp.windows.x
3855.0,rec.autos,rec.autos
3856.0,soc.religion.christian,soc.religion.christian
3857.0,rec.sport.hockey,comp.sys.ibm.pc.hardware
3858.0,rec.sport.hockey,rec.sport.hockey
3859.0,sci.crypt,sci.crypt
3860.0,comp.graphics,comp.windows.x
3861.0,rec.autos,rec.autos
3862.0,misc.forsale,misc.forsale
3863.0,comp.sys.mac.hardware,rec.sport.baseball
3864.0,talk.politics.guns,talk.politics.guns
3865.0,sci.crypt,sci.crypt
3866.0,comp.os.ms-windows.misc,soc.religion.christian
3867.0,rec.sport.hockey,rec.sport.hockey
3868.0,sci.crypt,sci.crypt
3869.0,talk.politics.mideast,talk.politics.mideast
3870.0,soc.religion.christian,soc.religion.christian
3871.0,sci.space,sci.space
3872.0,talk.politics.misc,talk.politics.guns
3873.0,sci.crypt,sci.crypt
3874.0,rec.motorcycles,talk.politics.guns
3875.0,comp.os.ms-windows.misc,comp.sys.ibm.pc.hardware
3876.0,talk.politics.guns,talk.politics.guns
3877.0,rec.autos,rec.autos
3878.0,sci.med,sci.crypt
3879.0,comp.graphics,comp.windows.x
3880.0,rec.sport.hockey,rec.sport.hockey
3881.0,comp.os.ms-windows.misc,comp.os.ms-windows.misc
3882.0,sci.med,sci.med
3883.0,sci.space,sci.space
3884.0,talk.politics.misc,talk.politics.misc
3885.0,rec.sport.baseball,soc.religion.christian
3886.0,rec.sport.hockey,rec.sport.hockey
3887.0,comp.sys.ibm.pc.hardware,sci.med
3888.0,comp.sys.mac.hardware,comp.graphics
3889.0,sci.med,sci.med
3890.0,comp.graphics,sci.electronics
3891.0,sci.med,sci.med
3892.0,comp.windows.x,comp.windows.x
3893.0,talk.politics.misc,talk.politics.misc
3894.0,rec.autos,misc.forsale
3895.0,comp.graphics,comp.graphics
3896.0,sci.med,comp.sys.ibm.pc.hardware
3897.0,sci.crypt,sci.crypt
3898.0,sci.crypt,sci.crypt
3899.0,sci.med,sci.med
3900.0,soc.religion.christian,comp.sys.mac.hardware
3901.0,comp.os.ms-windows.misc,comp.os.ms-windows.misc
3902.0,misc.forsale,comp.graphics
3903.0,talk.politics.guns,talk.politics.guns
3904.0,talk.religion.misc,comp.sys.ibm.pc.hardware
3905.0,sci.electronics,sci.electronics
3906.0,soc.religion.christian,soc.religion.christian
3907.0,sci.crypt,sci.crypt
3908.0,talk.religion.misc,talk.religion.misc
3909.0,comp.sys.ibm.pc.hardware,comp.sys.ibm.pc.hardware
3910.0,talk.politics.misc,talk.religion.misc
3911.0,soc.religion.christian,alt.atheism
3912.0,comp.sys.mac.hardware,comp.sys.mac.hardware
3913.0,sci.crypt,sci.crypt
3914.0,rec.motorcycles,rec.motorcycles
3915.0,rec.sport.baseball,misc.forsale
3916.0,soc.religion.christian,soc.religion.christian
3917.0,alt.atheism,alt.atheism
3918.0,comp.sys.mac.hardware,comp.sys.mac.hardware
3919.0,comp.windows.x,comp.windows.x
3920.0,sci.crypt,sci.crypt
3921.0,sci.crypt,comp.os.ms-windows.misc
3922.0,comp.windows.x,comp.windows.x
3923.0,rec.sport.hockey,rec.sport.hockey
3924.0,talk.politics.misc,talk.politics.misc
3925.0,misc.forsale,misc.forsale
3926.0,talk.religion.misc,talk.politics.misc
3927.0,soc.religion.christian,rec.sport.baseball
3928.0,rec.autos,rec.autos
3929.0,rec.autos,misc.forsale
3930.0,comp.os.ms-windows.misc,rec.sport.baseball
3931.0,misc.forsale,misc.forsale
3932.0,talk.politics.mideast,talk.politics.mideast
3933.0,rec.autos,rec.autos
3934.0,sci.med,comp.os.ms-windows.misc
3935.0,sci.electronics,comp.sys.ibm.pc.hardware
3936.0,alt.atheism,comp.windows.x
3937.0,rec.autos,rec.autos
3938.0,rec.autos,comp.windows.x
3939.0,sci.crypt,sci.crypt
3940.0,rec.sport.baseball,rec.sport.baseball
3941.0,comp.os.ms-windows.misc,misc.forsale
3942.0,soc.religion.christian,soc.religion.christian
3943.0,comp.sys.mac.hardware,comp.sys.mac.hardware
3944.0,alt.atheism,alt.atheism
3945.0,comp.sys.mac.hardware,comp.sys.mac.hardware
3946.0,alt.atheism,talk.religion.misc
3947.0,talk.politics.misc,talk.politics.mideast
3948.0,talk.politics.misc,talk.politics.misc
3949.0,talk.politics.guns,talk.politics.guns
3950.0,talk.politics.guns,soc.religion.christian
3951.0,sci.med,sci.med
3952.0,sci.med,sci.med
3953.0,rec.autos,rec.autos
3954.0,soc.religion.christian,soc.religion.christian
3955.0,comp.os.ms-windows.misc,comp.os.ms-windows.misc
3956.0,comp.sys.mac.hardware,sci.electronics
3957.0,rec.motorcycles,sci.med
3958.0,comp.windows.x,comp.os.ms-windows.misc
3959.0,misc.forsale,sci.electronics
3960.0,alt.atheism,alt.atheism
3961.0,talk.politics.mideast,talk.politics.mideast
3962.0,comp.windows.x,comp.windows.x
3963.0,rec.sport.baseball,rec.sport.baseball
3964.0,comp.os.ms-windows.misc,comp.sys.ibm.pc.hardware
3965.0,talk.politics.mideast,talk.politics.mideast
3966.0,misc.forsale,sci.electronics
3967.0,comp.sys.ibm.pc.hardware,comp.sys.ibm.pc.hardware
3968.0,soc.religion.christian,sci.space
3969.0,rec.autos,rec.autos
3970.0,rec.autos,rec.autos
3971.0,comp.os.ms-windows.misc,comp.os.ms-windows.misc
3972.0,sci.space,sci.space
3973.0,soc.religion.christian,sci.electronics
3974.0,comp.sys.mac.hardware,rec.sport.baseball
3975.0,sci.crypt,sci.crypt
3976.0,sci.electronics,sci.electronics
3977.0,comp.sys.mac.hardware,comp.sys.mac.hardware
3978.0,talk.politics.guns,talk.politics.guns
3979.0,talk.politics.misc,talk.politics.misc
3980.0,rec.autos,rec.autos
3981.0,comp.graphics,comp.graphics
3982.0,rec.sport.hockey,rec.sport.hockey
3983.0,comp.windows.x,comp.windows.x
3984.0,sci.med,sci.med
3985.0,comp.sys.ibm.pc.hardware,comp.sys.ibm.pc.hardware
3986.0,talk.religion.misc,talk.religion.misc
3987.0,misc.forsale,misc.forsale
3988.0,talk.politics.guns,talk.politics.guns
3989.0,sci.crypt,comp.sys.mac.hardware
3990.0,comp.os.ms-windows.misc,comp.os.ms-windows.misc
3991.0,sci.electronics,sci.electronics
3992.0,sci.crypt,sci.crypt
3993.0,rec.autos,rec.autos
3994.0,comp.windows.x,comp.graphics
3995.0,talk.politics.misc,talk.politics.misc
3996.0,rec.sport.hockey,rec.sport.hockey
3997.0,comp.sys.mac.hardware,comp.sys.mac.hardware
3998.0,comp.sys.ibm.pc.hardware,comp.sys.ibm.pc.hardware
3999.0,sci.electronics,sci.electronics
4000.0,sci.space,sci.space
4001.0,rec.motorcycles,rec.motorcycles
4002.0,comp.windows.x,alt.atheism
4003.0,sci.space,sci.space
4004.0,comp.sys.ibm.pc.hardware,comp.graphics
4005.0,comp.sys.ibm.pc.hardware,rec.autos
4006.0,comp.sys.ibm.pc.hardware,comp.sys.ibm.pc.hardware
4007.0,talk.politics.misc,talk.politics.misc
4008.0,sci.med,comp.sys.ibm.pc.hardware
4009.0,talk.religion.misc,talk.religion.misc
4010.0,sci.med,sci.med
4011.0,rec.autos,sci.electronics
4012.0,sci.space,sci.space
4013.0,comp.sys.mac.hardware,comp.sys.mac.hardware
4014.0,misc.forsale,sci.space
4015.0,alt.atheism,talk.religion.misc
4016.0,comp.sys.ibm.pc.hardware,comp.graphics
4017.0,comp.os.ms-windows.misc,comp.os.ms-windows.misc
4018.0,comp.sys.ibm.pc.hardware,comp.sys.ibm.pc.hardware
4019.0,comp.windows.x,comp.windows.x
4020.0,comp.sys.mac.hardware,rec.sport.hockey
4021.0,sci.med,soc.religion.christian
4022.0,talk.politics.mideast,talk.politics.mideast
4023.0,talk.politics.guns,talk.politics.guns
4024.0,comp.sys.mac.hardware,comp.sys.mac.hardware
4025.0,talk.religion.misc,talk.religion.misc
4026.0,sci.space,sci.space
4027.0,talk.religion.misc,talk.religion.misc
4028.0,sci.crypt,sci.crypt
4029.0,sci.space,sci.space
4030.0,sci.crypt,sci.med
4031.0,sci.electronics,sci.electronics
4032.0,sci.crypt,sci.crypt
4033.0,comp.sys.mac.hardware,comp.windows.x
4034.0,rec.autos,rec.autos
4035.0,talk.religion.misc,talk.religion.misc
4036.0,talk.politics.mideast,talk.politics.mideast
4037.0,comp.graphics,comp.os.ms-windows.misc
4038.0,misc.forsale,misc.forsale
4039.0,comp.sys.ibm.pc.hardware,sci.med
4040.0,soc.religion.christian,soc.religion.christian
4041.0,sci.space,comp.os.ms-windows.misc
4042.0,talk.politics.guns,talk.politics.misc
4043.0,sci.electronics,rec.sport.hockey
4044.0,soc.religion.christian,soc.religion.christian
4045.0,sci.electronics,comp.sys.ibm.pc.hardware
4046.0,rec.motorcycles,comp.sys.mac.hardware
4047.0,sci.med,comp.windows.x
4048.0,talk.religion.misc,talk.religion.misc
4049.0,rec.autos,rec.autos
4050.0,talk.religion.misc,talk.religion.misc
4051.0,sci.crypt,sci.crypt
4052.0,comp.graphics,comp.windows.x
4053.0,alt.atheism,sci.space
4054.0,talk.religion.misc,talk.religion.misc
4055.0,comp.os.ms-windows.misc,comp.os.ms-windows.misc
4056.0,comp.graphics,comp.graphics
4057.0,comp.os.ms-windows.misc,rec.sport.baseball
4058.0,soc.religion.christian,soc.religion.christian
4059.0,talk.politics.guns,talk.politics.guns
4060.0,soc.religion.christian,soc.religion.christian
4061.0,talk.politics.guns,comp.sys.mac.hardware
4062.0,sci.electronics,sci.electronics
4063.0,talk.religion.misc,alt.atheism
4064.0,talk.religion.misc,talk.religion.misc
4065.0,rec.autos,rec.autos
4066.0,comp.graphics,comp.graphics
4067.0,rec.autos,rec.autos
4068.0,misc.forsale,misc.forsale
4069.0,soc.religion.christian,soc.religion.christian
4070.0,soc.religion.christian,soc.religion.christian
4071.0,comp.sys.ibm.pc.hardware,comp.windows.x
4072.0,talk.politics.mideast,talk.politics.mideast
4073.0,talk.politics.mideast,talk.politics.mideast
4074.0,soc.religion.christian,soc.religion.christian
4075.0,rec.sport.hockey,rec.sport.hockey
4076.0,rec.sport.hockey,rec.sport.hockey
4077.0,talk.politics.guns,talk.politics.guns
4078.0,sci.space,rec.motorcycles
4079.0,sci.crypt,misc.forsale
4080.0,rec.sport.hockey,rec.sport.hockey
4081.0,comp.sys.ibm.pc.hardware,sci.electronics
4082.0,comp.windows.x,sci.space
4083.0,misc.forsale,comp.sys.mac.hardware
4084.0,sci.crypt,sci.crypt
4085.0,comp.sys.ibm.pc.hardware,comp.sys.ibm.pc.hardware
4086.0,talk.politics.mideast,comp.graphics
4087.0,sci.electronics,comp.graphics
4088.0,comp.windows.x,comp.windows.x
4089.0,alt.atheism,alt.atheism
4090.0,comp.sys.ibm.pc.hardware,sci.crypt
4091.0,talk.politics.guns,talk.politics.guns
4092.0,soc.religion.christian,soc.religion.christian
4093.0,sci.crypt,talk.politics.guns
4094.0,rec.autos,rec.sport.baseball
4095.0,rec.sport.baseball,rec.sport.baseball
4096.0,talk.politics.mideast,talk.politics.mideast
4097.0,rec.motorcycles,rec.motorcycles
4098.0,sci.space,sci.space
4099.0,soc.religion.christian,comp.windows.x
4100.0,comp.sys.ibm.pc.hardware,comp.sys.ibm.pc.hardware
4101.0,talk.politics.guns,sci.space
4102.0,sci.electronics,comp.graphics
4103.0,soc.religion.christian,soc.religion.christian
4104.0,misc.forsale,misc.forsale
4105.0,comp.sys.ibm.pc.hardware,rec.motorcycles
4106.0,comp.sys.mac.hardware,rec.autos
4107.0,rec.sport.hockey,rec.sport.hockey
4108.0,sci.crypt,sci.crypt
4109.0,alt.atheism,alt.atheism
4110.0,comp.os.ms-windows.misc,comp.os.ms-windows.misc
4111.0,alt.atheism,alt.atheism
4112.0,rec.motorcycles,rec.motorcycles
4113.0,misc.forsale,misc.forsale
4114.0,sci.crypt,sci.crypt
4115.0,rec.sport.baseball,rec.sport.baseball
4116.0,sci.med,comp.sys.mac.hardware
4117.0,sci.electronics,sci.electronics
4118.0,misc.forsale,sci.space
4119.0,talk.politics.mideast,talk.politics.mideast
4120.0,rec.sport.hockey,rec.sport.hockey
4121.0,comp.sys.ibm.pc.hardware,comp.sys.ibm.pc.hardware
4122.0,talk.politics.mideast,talk.politics.mideast
4123.0,rec.sport.hockey,rec.sport.hockey
4124.0,comp.sys.ibm.pc.hardware,comp.sys.ibm.pc.hardware
4125.0,comp.graphics,comp.graphics
4126.0,rec.autos,talk.politics.misc
4127.0,comp.windows.x,comp.windows.x
4128.0,talk.politics.misc,talk.politics.misc
4129.0,talk.religion.misc,talk.religion.misc
4130.0,rec.motorcycles,rec.motorcycles
4131.0,talk.religion.misc,talk.religion.misc
4132.0,alt.atheism,alt.atheism
4133.0,rec.motorcycles,rec.autos
4134.0,rec.sport.baseball,rec.sport.baseball
4135.0,comp.sys.mac.hardware,comp.sys.mac.hardware
4136.0,comp.windows.x,rec.sport.baseball
4137.0,rec.sport.hockey,rec.sport.hockey
4138.0,rec.motorcycles,comp.sys.mac.hardware
4139.0,rec.sport.hockey,rec.sport.hockey
4140.0,rec.motorcycles,rec.motorcycles
4141.0,talk.politics.guns,talk.politics.guns
4142.0,sci.space,sci.space
4143.0,talk.politics.guns,talk.politics.guns
4144.0,misc.forsale,soc.religion.christian
4145.0,talk.politics.mideast,soc.religion.christian
4146.0,talk.religion.misc,talk.religion.misc
4147.0,misc.forsale,misc.forsale
4148.0,talk.politics.mideast,talk.politics.mideast
4149.0,sci.space,sci.space
4150.0,sci.med,sci.med
4151.0,talk.politics.misc,talk.politics.misc
4152.0,rec.sport.hockey,comp.windows.x
4153.0,rec.motorcycles,rec.motorcycles
4154.0,rec.sport.baseball,rec.sport.baseball
4155.0,rec.motorcycles,rec.motorcycles
4156.0,sci.crypt,sci.crypt
4157.0,rec.autos,rec.autos
4158.0,talk.politics.misc,comp.os.ms-windows.misc
4159.0,comp.windows.x,comp.windows.x
4160.0,sci.crypt,sci.crypt
4161.0,talk.religion.misc,alt.atheism
4162.0,comp.sys.ibm.pc.hardware,comp.sys.ibm.pc.hardware
4163.0,talk.politics.guns,talk.politics.guns
4164.0,rec.sport.hockey,rec.sport.hockey
4165.0,alt.atheism,sci.space
4166.0,comp.sys.ibm.pc.hardware,comp.sys.ibm.pc.hardware
4167.0,comp.sys.mac.hardware,comp.graphics
4168.0,comp.sys.mac.hardware,comp.sys.mac.hardware
4169.0,comp.sys.ibm.pc.hardware,comp.sys.ibm.pc.hardware
4170.0,rec.motorcycles,rec.motorcycles
4171.0,rec.sport.baseball,rec.sport.baseball
4172.0,talk.politics.guns,talk.politics.mideast
4173.0,sci.crypt,talk.politics.guns
4174.0,sci.crypt,sci.crypt
4175.0,alt.atheism,talk.religion.misc
4176.0,comp.windows.x,comp.windows.x
4177.0,rec.motorcycles,rec.motorcycles
4178.0,talk.politics.mideast,talk.politics.mideast
4179.0,rec.motorcycles,rec.motorcycles
4180.0,comp.os.ms-windows.misc,sci.med
4181.0,misc.forsale,comp.sys.ibm.pc.hardware
